forms_number,forms_text
4460,"PORTAL SEBRAE;RESSALTA-SE QUE O OPERADOR DESSE PROCESSO É O PRÓPRIO SEBRAE, JÁ QUE O FORNECEDOR QUE DÁ MANUTENÇÃO NO PORTAL NÃO FAZ TRATAMENTO DE DADOS. OS DADOS SÃO COLETADOS NO MOMENTO EM QUE OS CLIENTES FAZEM O CADASTRO (CRIAM A CONTA NO AMEI). A PARTIR DAÍ, OS DADOS CADASTRAIS SÃO ARMAZENADOS NA BASE DE DADOS DO AMEI E OS DADOS DE ATENDIMENTO SÃO ARMAZENADOS NA BASE SAS/SIAC. MEDIANTE A SOLICITAÇÃO DO TITULAR, O SEBRAE EXCLUI A CONTA DO CLIENTE DO AMEI, MAS CASO TENHA SIDO REGISTRADO ALGUM ATENDIMENTO, ESSE DADO FICA ARMAZENADO NA BASE DE DADOS SAS/SIAC, OBSERVANDO A TABELA DE PERIODICIDADE DO SEBRAE."
28434,"PÓS-GRADUAÇÃO;A UGP ABRE SEMESTRALMENTE O PROCESSO DE MANIFESTAÇÃO DE INTERESSE DE PARTICIPAÇÃO POR MEIO DO ENDOMARKETING. EM SEGUIDA, A UGP E O COMITÊ DO PROGRAMA DE DESENVOLVIMENTO PROFISSIONAL DO SEBRAE REALIZAM UMA REUNIÃO DE ALINHAMENTO COM OS INTERESSADOS PARA PRESTAR OS ESCLARECIMENTOS. OS COLABORADORES INTERESSADOS RECEBERÃO POR E-MAIL LINK DO FORMS COM O FORMULÁRIO DE INSCRIÇÃO. ESSE FORMULÁRIO CONTÉM OS SEGUINTES DADOS PESSOAIS: NOME COMPLETO, RE, UNIDADE/ER, FUNÇÃO, DATA DE ADMISSÃO, NOME DO CURSO, TIPO DE CURSO, NOME DA INSTITUIÇÃO, PREVISÃO DE INÍCIO E TÉRMINO DO CURSO, VALOR PREVISTO, GRUPO TEMÁTICO, TEMA ESTUDADO, IDENTIFICAÇÃO DO PROBLEMA/DOR QUE SERÁ RESOLVIDO COM O CURSO, PROPOSTA DE SOLUÇÃO, DEFINIÇÃO DE INDICADORES, MÉTODOS E FERRAMENTAS, UNIDADE ORIENTADORA, CONCORDÂNCIA DO GERENTE/COORDENADOR, SINALIZAÇÃO SE JÁ RECEBEU ALGUM OUTRO TIPO DE SUBSÍDIO, PERÍODO DE FINALIZAÇÃO DO SUBSÍDIO ANTERIOR."
10937,"PÓS-GRADUAÇÃO;O PROGRAMA DE SUBSÍDIO DE PÓS-GRADUAÇÃO É O AUXÍLIO EDUCACIONAL DO SEBRAE-SP E REPRESENTA UM INVESTIMENTO JUNTO AOS COLABORADORES QUE ATENDEM AOS CRITÉRIOS DE PARTICIPAÇÃO CONFORME PROGRAMA DE DESENVOLVIMENTO PROFISSIONAL (PDP), CUJAS PROPOSTAS DE PROJETOS SUPORTADOS NO CONHECIMENTO ADQUIRIDO NA PÓS-GRADUAÇÃO SOLICITADA É DEVIDAMENTE ANALISADA E DELIBERADA PELO COMITÊ DE DESENVOLVIMENTO PROFISSIONAL."
16413,"PREENCHIMENTO DE CONTRATO DE LICENÇA DE USO / TERMO DE FORMALIZAÇÃO;DEMONSTRADO INTERESSE DO SEBRAE DE OUTROS ESTADOS (UF) EM TER UM POLO DA FACULDADE SEBRAE-SP, É SOLICITADO A DOCUMENTAÇÃO PARA INICIAR O PROCESSO DE FORMALIZAÇÃO DO POLO, SENDO SOLICITADO PELO SEBRAE-SP OS SEGUINTES DOCUMENTOS DO SEBRAE-UF: ESTATUTO SOCIAL, TERMO DE POSSE DA DIRETORIA OU ATA DE NOMEAÇÃO DA DIRETORIA E CÓPIA DE DOCUMENTO FÍSICO DOS DIRETORES. ESSES DOCUMENTOS SÃO ENVIADOS POR E-MAIL E SÃO SALVOS EM UMA PASTA NA REDE DE ACESSO PARA TODOS OS COLABORADORES E AUTUADOS EM UM PROCESSO ADMINISTRATIVO NO GED (FUSION) PARA VALIDAÇÃO DA UJ E APROVAÇÃO EM DIREX.  SENDO APROVADO, É FEITA A MINUTA CONTRATUAL COM OS DADOS PESSOAIS DOS DIRETORES. O CONTRATO É ASSINADO VIA ADD (ASSINATURA ELETRÔNICA). A MINUTA ASSINADA SERÁ ARMAZENADA NA PASTA DO GED E É ENVIADA PARA O E-MEC (SISTEMA DO MEC), JUNTO COM A FICHA CADASTRAL (DOC. ANEXO).  OS ESCRITÓRIOS REGIONAIS DO SEBRAE-SP SÃO POLOS DA FACULDADE JÁ CADASTRADOS NO MEC. FORAM FEITOS OS TERMOS DE FORMALIZAÇÃO ENTRE SEBRAE-SP E ESCRITÓRIOS REGIONAIS PARA REGULARIZAÇÃO PERANTE O MEC (IN 49). OS DADOS PESSOAIS DOS GERENTES DOS ESCRITÓRIOS REGIONAIS FORAM FORNECIDOS PELA UGP POR E-MAIL , MEDIANTE AVISO PRÉVIO DOS GERENTES. OS TERMOS DE FORMALIZAÇÃO DOS ESCRITÓRIOS REGIONAIS ESTÃO EM UMA PASTA DO GED COM RESTRIÇÃO DE ACESSO."
11851,"PREMIO EDUCADOR TRANSFORMADOR;OS DADOS DAS INSCRIÇÕES DO PRÊMIO EDUCADOR TRANSFORMADOR, SÃO ARMAZENADOS EM PLATAFORMA ESPECÍFICA DO PRÊMIO E É ADMINISTRADA PELO INSTITUTO SIGNIFICARE, INSTITUIÇÃO CONTRATADA PELO SEBRAE PARA EXECUÇÃO DO PRÊMIO E TAMBÉM É CORREALIZADORA DO PRÊMIO. O ACESSO AOS DADOS SÃO PRIMORDIAIS PARA MANTERMOS UM RELACIONAMENTO COM OS PROFESSORES E SOLUCIONAR DÚVIDAS QUE POR VENTURA SURJAM, DURANTE O PREENCHIMENTO DO FORMULÁRIO DE INSCRIÇÃO. ASSIM COMO NAS OUTRAS EDIÇÕES, APENAS A UEE, NO NACIONAL E AS UNIDADES DOS ESTADOS QUE ADERIRAM AO PRÊMIO, É QUE PRECISAM DE ACESSO PARA UM CONTATO PERSONALIZADO. AO FINAL DAS ATIVIDADES, OS DADOS COMPLEMENTAM O BANDO DE DADOS DO SEBRAE E DAS INSTITUIÇÕES CORREALIZADORAS (INSTITUTO SIGNIFICARE E BETT BRASIL)."
12368,"PRÊMIO PREFEITO EMPREENDEDOR;OS DADO PESSOAIS CHEGAM POR MEIO DO PORTAL-SISTEMA DO PSPE DO SEBRAE NACIONAL HTTPS://PREFEITURAEMPREENDEDORA.SEBRAE.COM.BR/ DESENVOLVIDO POR EMPRESA CONTRATADO PELO SEBRAE NACIONAL E SÃO COLETADOS DADOS DAS PREFEITURAS : NOME DO MUNICÍPIO, CNPJ, EMAIL E TELEFONE E DO PREFEITO E 2 REPRESENTANTES NOME COMPLETO, CARGO, EMAIL NO MOMENTO DA INSCRIÇÃO DO PROJETO DA PREFEITURA QUE CONCORRE AO PRÊMIO"
4402,PRÊMIO SEBRAE DE JORNALISMO;O OBJETIVO É PREMIAR OS VEÍCULOS E JORNALISTAS QUE PUBLICARAM AS MELHORES MATÉRIAS JORNALÍSTICAS SOBRE EMPREENDEDORISMO E QUE SE INSCREVERAM NO PRÊMIO.
16829,PRÊMIO SEBRAE MULHER DE NEGÓCIOS (PSMN) 2024 - MARKETING PARA INSCRIÇÕES;AS INFORMAÇÕES SERÃO EXTRAÍDAS DO SISTEMA FLUIG E DEVERÃO SER DIRECIONADAS DE FORMA CRIPTOGRAFADA PARA A UNIDADE DE RELACIONAMENTO PARA DISPARO ATRAVÉS DO MARKETING CLOUD
15865,"PRÊMIO SEBRAE MULHER DE NEGÓCIOS (PSMN) 2024;PRÊMIO SEBRAE MULHER DE NEGÓCIOS (PSMN) EDIÇÃO 2024. O PSMN É UM CONCURSO INSTITUÍDO PELO SEBRAE (SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS), QUE BUSCA ESTIMULAR O EMPREENDEDORISMO FEMININO A PREMIAR HISTÓRIAS INSPIRADORAS DE EMPRESAS LIDERADAS POR MULHERES, ALÉM DO PROTAGONISMO DESSAS LIDERANÇAS.O PRÊMIO TAMBÉM CONTRIBUI PARA UM AMBIENTE DE NEGÓCIOS MAIS INCLUSIVO. OS DADOS COLETADOS SÃO UTILIZADOS PARA AVALIAR AS 5 CATEGORIAS PREVISTAS NO REGULAMENTO DO PREMIO , NAS ETAPAS : ESTADUAL, REGIONAL E NACIONAL.  OU DADOS SÃO RECEBIDOS ATRAVÉS DO FORMULÁRIO FLUIG (SISTEMA DE PREMIAÇÃO TOTVS CONTRATADO PELO GABINETE DITEC) E SÃO TRATADOS NO AMBIENTE DE GESTÃO DO SISTEMA E PARA COMUNICAÇÃO COM OS CLIENTES ATRAVÉS DAS JORNADAS DE RELACIONAMENTO DO MARKETING CLOUD (SALES FORCE)."
8950,"PRÊMIO SEBRAE PREFEITO EMPREENDEDOR - PSPE;A PRIMEIRA ETAPA DO PSPE É A INSCRIÇÃO DAS PRÁTICAS/EXPERIÊNCIAS DAS PREFEITURAS MUNICIPAIS. AO ACESSAR O SITE, O CANDIDATO AO PRÊMIO FORNECE DADOS PESSOAIS PARA CADASTRO NO AMEI, CONCORDA COM OS TERMOS DE USO E É REDIRECIONADO PARA O SISTEMA DE INSCRIÇÃO, EM QUE SÃO COLETADOS NOVOS DADOS PESSOAIS (ENDEREÇO, E-MAIL, NOME COMPLETO, CEP, TELEFONE, CARGO, PARTIDO) E INSTITUCIONAIS (CNPJ DA PREFEITURA, UF, MUNICÍPIO, NOME, CPF E E-MAIL)."
104,PREMIO SEBRAE PREFEITO EMPREENDEDOR;1 - A ÁREA REALIZA A DIVULGAÇÃO DO EDITAL PARA O CADASTRO DOS CANDIDATOS;                                                                    2 - A ÁREA REALIZA UMA PRÉ SELEÇÃO COM OS CANDIDATOS;
20911,PREMIO SEBRAE PREFEITO EMPREENDEDOR;1 - A ÁREA REALIZA A DIVULGAÇÃO DO EDITAL PARA O CADASTRO DOS CANDIDATOS;                                                                    2 - A ÁREA REALIZA UMA PRÉ SELEÇÃO COM OS CANDIDATOS;
8994,PREMIO SEBRAE PREFEITO EMPREENDEDOR;1 - A ÁREA REALIZA A DIVULGAÇÃO DO EDITAL PARA O CADASTRO DOS CANDIDATOS;                                                                    2 - A ÁREA REALIZA UMA PRÉ SELEÇÃO COM OS CANDIDATOS;
16328,PREMIO SEBRAE PREFEITO EMPREENDEDOR;ATRAVÉS DO SISTEMA PSPE.
13084,"PREMIO SEBRAE STARTUPS - COLETA DE DADOS PESSOAIS E SENSÍVEIS;O PRÊMIO SEBRAE STARTUPS ACONTECERÁ ENTRE OS MESES DE MARÇO E DEZEMBRO DE 2024 E CONSISTE EM UMA COMPETIÇÃO NACIONAL PROMOVIDA PELO SEBRAE/NA, VISANDO RECONHECER E PREMIAR AS STARTUPS BRASILEIRAS QUE SE DESTACAM POR SUA INOVAÇÃO, ESCALABILIDADE, VIABILIDADE DA SOLUÇÃO, IMPACTO E RELEVÂNCIA NO MERCADO EM DIFERENTES VERTICAIS DE MERCADO. AS STARTUPS INTERESSADAS EM PARTICIPAR DEVEM SE INSCREVER NO LINK HTTPS://PREMIOSEBRAESTARTUPS.COM.BR. ESSE LINK SE TRATA DE UM PROGRAMA CADASTRADO NA PLATAFORMA SEBRAE STARTUPS, GERIDA PELO POLO SEBRAE STARTUPS, COMPOSTO PRINCIPALMENTE PELO SEBRAE SANTA CATARINA E TERCEIROS. ALÉM DOS DADOS CADASTRAIS NECESSÁRIOS PARA QUE A STARTUP SE INSCREVA EM QUALQUER PROGRAMA DO SEBRAE STARTUPS, PARA O PRÊMIO SERÁ NECESSÁRIO QUE ELAS PREENCHAM UM FORMULÁRIO, QUE SERÁ AVALIADO PELA EQUIPE PRÊMIO SEBRAE STARTUPS (QUE COMPREENDE SEBRAE NACIONAL, SEBRAE/SC, E TERCEIROS CONTRATADOS VIA POLO SEBRAE STARTUPS). DENTRE ESSAS INFORMAÇÕES QUE SERÃO PREENCHIDAS PELA STARTUPS, HÁ DADOS REFERENTES AO MODELO DE NEGÓCIO DA EMPRESA, SOLUÇÕES, CAPACIDADE EXECUTORA E ALCANCE DE MERCADO QUE SERÃO AVALIADOS POR JURIS SELECIONADOS PELA EQUIPE PREMIO SEBRAE STARTUPS. ALÉM DESSAS INFORMAÇÕES, HAVERÁ TAMBÉM DECLARAÇÕES DAS EMPRESAS SOBRE A EXISTÊNCIA OU NÃO DE SÓCIOS QUE PERTENÇAM À DETERMINADOS GRUPOS DE MINORIAS OU MINORIZADOS (CARACTERÍSTICA DE GÊNERO, RAÇA, ETNIA, DEFICIÊNCIA OU ORIENTAÇÃO SEXUAL). ESSES DADOS SERÃO UTILIZADO PARA PROMOVER AÇÕES DE DIVERSIDADE, COMO RESERVA DE VAGAS E BONIFICAÇÕES. ESTES DADOS SERÃO UTILIZADOS EXCLUSIVAMENTE PARA FINS ESTATÍSTICOS E DE PROMOÇÃO DA DIVERSIDADE, PRESERVANDO SEMPRE A PRIVACIDADE E A SEGURANÇA DOS PARTICIPANTES."
16329,"PRESTAÇÃO DE CONTAS - CONVÊNIOS;OS DADOS PODEM CHEGAR POR MEIO DE OUTRAS UNIDADES DO SEBRAE/SE. SÃO IMPORTANTES POIS HÁ EXIGÊNCIA DE NORMATIVOS, COMO A POLÍTICA DE CONVÊNIOS E A INSTRUÇÃO NORMATIVA QUE TRATA SOBRE O TEMA. SIM, OUTRAS UNIDADES PARTICIPAM DA ATIVIDADE FORNECENDO INFORMAÇÕES E TRATANDO ELAS. AO FINAL DA PRESTAÇÃO DE CONTAS, ESSA É ENCAMINHADA PARA O GESTOR DO CONVÊNIO E PARA OUTRA PARTE CONVENIADA."
11382,"PRESTAÇÃO DE CONTAS ADIANTAMENTO/REEMBOLSO;O SETOR DE CONTAS A PAGAR RECEBE OS ARQUIVOS VIA FLUIG OU E-MAIL, PARA ENCAMINHAR AS PROVIDÊNCIAS NECESSÁRIAS AOS PAGAMENTOS DO SEBRAE PB, A EXEMPLO DE  POSSÍVEIS RETENÇÕES DE TRIBUTOS, PARA OS CASOS DE PAGAMENTOS A FORNECEDORES. OS DOCUMENTOS TRABALHADOS SÃO POSTOS NUMA PASTA DE REDE PARA A CONTABILIDADE, QUE ANALISA E DISPÕE PARA A TESOURARIA, A QUAL FAZ SUA  PARTE, NO PROCESSO DE PAGAMENTO"
11385,"PRESTAÇÃO DE CONTAS DE DIÁRIAS;RECEBEMOS AS INFORMAÇÕES ATRAVÉS DO RM  NÚCLEOS E A PARTIR DELE, PROCESSAMOS AS PRESTAÇÕES - EVENTOS 1139 PARA 1140, A PARTIR DO QUE ESSAS PRESTAÇÕES SEGUEM O FLUXO, PARA PAGAMENTO DE EVENTUAIS DIFERENÇAS A PAGAR OU SEGUEM PARA A CONTABILIDADE, EM  TRAMITAÇÃO DO SISTEMA RM"
10938,"PRESTAÇÃO DE SERVIÇOS DE REPORTAGEM FOTOGRÁFICA DE EVENTOS INDOOR E OUTDOOR, FEIRAS E EXPOSIÇÕES E OUTROS RELATIVOS AS AÇÕES IMPLEMENTADAS PELO SEBRAE-SP EM TODO O ESTADO DE SP E ORGANIZAÇÃO DE BANCO DE IMAGENS;O CONTRATO ATUAL É O SEGUINTE:"
19858,PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS;ATRAVÉS DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS SÃO DISPONIBILIZADOS FUNCIONÁRIOS PARA A EXECUÇÃO DAS ATIVIDADES QUE O SEBRAE NECESSITA.
16078,PRESTAÇÃO DE SERVIÇOS;1 - A ÁREA SOLICITA AO FORNECEDOR PARCEIRO A ELABORAÇÃO DE PROPOSTA COMERCIAL E/OU COTA VIA SISTEMA E/OU PUBLICA COTAÇÃO EM JORNAL/REDES SOCIAIS;
191,PRESTAÇÃO DE SERVIÇOS;1 - A ÁREA SOLICITA AO FORNECEDOR PARCEIRO A ELABORAÇÃO DE PROPOSTA COMERCIAL;
8833,PRESTAÇÃO DE SERVIÇOS;1 - A ÁREA SOLICITA AO FORNECEDOR PARCEIRO A ELABORAÇÃO DE PROPOSTA COMERCIAL;
3736,"PRESTAÇÕES DE CONTAS DE CONVÊNIOS - PRESTECONTAS;OS DADOS SÃO COLETADOS NO MOMENTO DE CADASTRO DO CONVÊNIO NO SISTEMA DE PRESTAÇÃO DE CONTAS. ESSE CADASTRO É FEITO PELO PRÓPRIO ÓRGÃO EXECUTOR, E O ACESSO É LIBERADO PARA A PESSOA INDICADA COMO PRESTADOR DE CONTAS DO CONVÊNIO (A PESSOA SÓ TEM ACESSO AO CONVÊNIO EM QUE ESTEJA ALOCADA COMO PRESTADOR DE CONTAS). TAMBÉM TÊM ACESSO OS ANALISTAS DA UGOC, QUE TÊM A OBRIGAÇÃO DE ANALISAR AS PRESTAÇÕES DE CONTAS. FOI CRIADO UM PERFIL DE ACESSO ADICIONAL, DE VISUALIZAÇÃO, PARA AUDITORES DA CGU."
10234,"PRESTAR CONTAS DE INICIATIVAS COM CSN;O SEBRAE/PRECISA ANUALMENTE PRESTAR CONTAS, DESSA FORMA, ESTA PRESTAÇÃO PODE OCORRER DE ALGUMAS FORMAS. SE A PRESTAÇÃO É PROVENIENTE DE UM PROGRAMA ELA É ELABORADA EM CIMA DE UM MODELO ESPECÍFICO, SE É ORIUNDA DE UM PROJETO É OUTRO MODELO E ASSIM POR DIANTE."
10939,"PREVIDÊNCIA FUNCIONÁRIOS;AS INFORMAÇÕES CIRCULAM POR EMAIL, FICAM SALVAS NO DIRETÓRIO DE REDE DA UGP, COM ACESSOS AOS COLABORADORES DA UNIDADE E SÃO ENVIADOS PARA O SEBRAEPREVIDÊNCIA POR EMAIL."
28430,"PREVIDÊNCIA FUNCIONÁRIOS;NO MOMENTO DA ADMISSÃO, O COLABORADOR RECEBE UM FORMULÁRIO PARA QUE ELE MANIFESTE O SEU INTERESSE, OU NÃO, DE ADERIR A PREVIDÊNCIA COMPLEMENTAR. A ASSINATURA DO FORMULÁRIO COM A OPÇÃO DE ADERIR OU NÃO AO PLANO DE PREVIDÊNCIA DEVE SER ASSINADO, VIA ADD, PELO COLABORADOR E PELA UGP."
20805,"PREVIDÊNCIA PRIVADA;COLETA: O FORMULÁRIO É PREENCHIDO PELO PRÓPRIO TITULAR, POR MEIO DO FORMULÁRIO DISPONÍVEL NO SITE DO SEBRAEPREV."
9928,"PRIMEIROS SOCORROS / ATENDIMENTO PRÉ-HOSPITALAR DO ALUNO;A ESCOLA DO SEBRAE É ATENDIDA PELA MESMA ENFERMEIRA QUE ATENDE AOS COLABORADORES DA SEDE, OU SEJA, A ENFERMEIRA TERCEIRIZADA DO CONTRATO COM A CONTREI. SE OS ALUNOS PRECISAREM DE ATENDIMENTO DE SAÚDE, A ENFERMEIRA É ACIONADA PELA PSICOLOGIA EDUCACIONAL OU APOIO PEDAGÓGICO, POR TELEFONE E SE DESLOCA ATÉ O PRÉDIO DA ESCOLA. PARA ENTENDER A SITUAÇÃO E PRESTAR OS SOCORROS NECESSÁRIOS PARA O MOMENTO, A ENFERMEIRA PODE SOLICITAR ACESSO À FICHA DE SAÚDE IMPRESSA DO ALUNO E A SECRETARIA ENTREGA PESSOALMENTE, NA SALA DE ATENDIMENTO DA ENFERMEIRA, LOCAL ONDE É FEITO O ATENDIMENTO DE PRIMEIROS SOCORROS."
7754,"PRIMEIROS SOCORROS DO JOVEM APRENDIZ;O PCMSO DOS APRENDIZES É RESPONSABILIDADE DA REDE CIDADÃ. A UGP CRIOU UMA FICHA DE SAÚDE DO APRENDIZ QUE CONTÉM OS DADOS PESSOAIS DE NOME COMPLETO, IDADE, DATA DE NASCIMENTO, TELEFONE, RESIDE COM QUEM, CONTATO DE EMERGÊNCIA, GRUPO SANGUÍNEO, FATOR RH, INFORMAÇÕES DO PLANO DE SAÚDE, POSSUI ALERGIA OU TOMA MEDICAÇÃO, DEFICIÊNCIA E DOENÇA CONGÊNITA. ESSA FICHA É ASSINADA PELO RESPONSÁVEL LEGAL E PELO JOVEM E A UGP ARMAZENA A VIA FÍSICA NA PASTA FÍSICA DE DOCUMENTOS DOS APRENDIZES E UMA CÓPIA NA PASTA DE REDE."
3770,"PRM UARI;OS DADOS SÃO COLETADOS DE FRENTES DIVERSAS: CONTATO DE COLABORADORES, SITES INSTITUCIONAIS DOS PARCEIROS, LAG (ASSINATURA DE REPOSITÓRIO COM DADOS DE PESSOAS DO GOVERNO ), CONTATOS DOS DIRETORES DO SEBRAE."
20507,"PROCEDIMENTO DE CONTRATAÇÃO DIRETA (DISPENSA E INEXIGIBILIDADE);OS DADOS PESSOAIS SÃO COLETADOS POR MEIO DOS DOCUMENTOS ENCAMINHADOS PELA UNIDADE DEMANDANTE, QUE OS SOLICITA DIRETAMENTE DO FORNECEDOR. OS DADOS SÃO UTILIZADOS PARA INSTRUÇÃO DO PROCESSO E FORMALIZAÇÃO DO CONTRATO. A UNIDADE DEMANDANTE TEM ACESSO AOS DADOS, PORQUE SERÁ GESTORA DO CONTRATO, COMO TAMBÉM O JURÍDICO. OS DADOS SÃO ARMAZENADOS EM ARQUIVO FÍSICO."
33214,"PROCEDIMENTOS DE REGISTRO DE RECEITAS;1. COLETA: A ORIGEM É PELO SISTEMA DA TOTVS GESTÃO DE ESTOQUE, COMPRAS E FATURAMENTO OU PELO E-COMMERCE LOJA SEBRAE RJ, E O SGTEC, O SISTEMA É ALIMENTADO PELA UNIDADE DE ATENDIMENTO."
8756,"PROCEDIMENTOS DE REGISTRO DE RECEITAS;1. COLETA: A ORIGEM É PELO SISTEMA DA TOTVS GESTÃO DE ESTOQUE, COMPRAS E FATURAMENTO OU PELO E-COMMERCE LOJA SEBRAE RJ, E O SGTEC, O SISTEMA É ALIMENTADO PELA UNIDADE DE ATENDIMENTO."
28822,"PROCEDIMENTOS DISCIPLINARES;A COLETA DE DADOS TEM FUNÇÃO ESPECÍFICA PRA INVESTIGAR E AVALIAR A CONDUTA DE UM COLABORADOR EM RESPOSTA A ALEGAÇÕES DE MÁ CONDUTA, VIOLAÇÕES DE POLÍTICAS OU QUEBRAS DE CONTRATO. MATER4 REGISTRO ADEQUADO DAS AÇÕES DISCIPLINARES TOMADAS, INCLUINDO OS MOTIVOS E AS EVIDÊNCIAS QUE EMBASARAM ESSAS DECISÕES. UTILIZAR OS DADOS COLETADOS PARA TOMAR DECISÕES COMO SUSPENSÕES, ADVERTÊNCIAS OU DEMISSÕES."
9118,"PROCEDIMENTOS DISCIPLINARES;A COLETA DE DADOS TEM FUNÇÃO ESPECÍFICA PRA INVESTIGAR E AVALIAR A CONDUTA DE UM COLABORADOR EM RESPOSTA A ALEGAÇÕES DE MÁ CONDUTA, VIOLAÇÕES DE POLÍTICAS OU QUEBRAS DE CONTRATO. MATER4 REGISTRO ADEQUADO DAS AÇÕES DISCIPLINARES TOMADAS, INCLUINDO OS MOTIVOS E AS EVIDÊNCIAS QUE EMBASARAM ESSAS DECISÕES. UTILIZAR OS DADOS COLETADOS PARA TOMAR DECISÕES COMO SUSPENSÕES, ADVERTÊNCIAS OU DEMISSÕES."
12570,PROCESSAMENTO DA FOLHA DE PAGAMENTO;1 - NA CONTRATAÇÃO ADMISSIONAL: ATRAVÉS DO E-MAIL;
14312,"PROCESSAMENTO DOS DADOS DA RFB – DATAPREV - MG;COLETA/ORIGEM: ESTA OPERAÇÃO DE TRATAMENTO REFERE-SE AO PROCESSAMENTO DOS DADOS DA RECEITA FEDERAL DO BRASIL – RFB-DATAPREV, A PARTIR DA CONCESSÃO DE ACESSO POR PARTE DO SEBRAE NACIONAL PROVENIENTE DO CONVÊNIO COM A RFB."
28720,"PROCESSO DE AUDITORIA INTERNA 2024;AS AUDITORIAS SÃO INICIADAS DE ACORDO COM O PLANO ANUAL DE ATIVIDADES DA AUDITORIA INTERNA (PAINT), APROVADO ANUALMENTE PELO CONSELHO DELIBERATIVO ESTADUAL (CDE), REFERENTE AO PLANEJAMENTO DAS ATIVIDADES A SEREM REALIZADAS NO ANO SEGUINTE. O PAINT TAMBÉM PERMITE SOLICITAÇÕES DE AUDITORIAS ESPECIAIS POR PARTE DO CDE E DA DIRETORIA EXECUTIVA."
8033,"PROCESSO DE EXPOSIÇÃO E COMPRA DE PEÇAS DE ARTESANATO ;OS DADOS SÃO COLETADOS DIRETAMENTE COM OS TITULARES E OS SEBRAES UFS,"
11379,PROCESSO DE PAGAMENTO;ATRAVÉS DOS PROCESSOS DE PAGAMENTOS (NOTAS FISCAIS E RECIBOS).
8981,"PROCESSO DECISÓRIO;1. OS DADOS PESSOAIS SÃO ENTREGUES NO GABINETE POR MEIO DE DOCUMENTOS JÁ FORMALIZADOS E PREENCHIDOS; 2. OS DADOS SÃO ANALISADOS E ALINHADOS JUNTO À SECRETARIA EXECUTIVA; 3. OS DADOS SÕA ENCAMINHADOS PARA A ÁREA DE ORIGEM, COM OBSERVAÇÕES, CASO TENHA NECESSIDADE; 4. OS DADOS SÃO DISPONIBILIZADOS EM REUNIÃO DIREX."
16790,"PROCESSO ELEITORAL CIPAA;A NR5 DETERMINA QUE AS ORGANIZAÇÕES E OS ÓRGÃOS PÚBLICOS DA ADMINISTRAÇÃO DIRETA E INDIRETA, BEM COMO OS ÓRGÃOS DOS PODERES LEGISLATIVO, JUDICIÁRIO E MINISTÉRIO PÚBLICO, QUE POSSUAM EMPREGADOS REGIDOS PELA CONSOLIDAÇÃO DAS LEIS DO TRABALHO - CLT, DEVEM CONSTITUIR E MANTER COMISSÃO INTERNA DE PREVENÇÃO DE ACIDENTES E DE ASSÉDIO - CIPAA E ESTABELECE OS PARÂMETROS E OS REQUISITOS DA CIPAA, DE MODO A TORNAR COMPATÍVEL PERMANENTEMENTE O TRABALHO COM A PRESERVAÇÃO DA VIDA E PROMOÇÃO DA SAÚDE DO TRABALHADOR."
7805,"PROCESSO FISCAL;PARA ELABORAR A DECLARAÇÃO ANUAL (DIRF), A UNIDADE UTILIZA O NOME COMPLETO, CPF, CNPJ, RENDIMENTOS PAGOS E IMPOSTO DE RENDA RETIDO (PESSOA FÍSICA/JURÍDICA). A DECLARAÇÃO É ASSINADO PELO CONTADOR DO SEBRAE MG POR CERTIFICADO DIGITAL, JÁ INSTALADO NO SISTEMA DATASUL.  OS INFORMES DE RENDIMENTOS SÃO IMPRESSOS E ENVIADOS AOS PRESTADORES VIA CORREIO. O TOKEN PESSOAL, FICA NA GAVETA TRANCADA DA CONTABILIDADE OU EM PODER DO CONTADOR. O CERTIFICADO DA MÁQUINA É O MESMO UTILIZADO PARA EMISSÃO DE NOTA FISCAL E O SEU ARMAZENAMENTO É NO SERVIDOR DO SEBRAE/MG. A UNIDADE NÃO SABE PRECISAR QUEM TEM ACESSO AO CERTIFICADO DO SERVIDOR."
9007,"PROCESSO SELETIVO ;OS DADOS ENVIADOS POR E-MAIL PARA UMA CAIXA DE ENTRADA COM ALGUNS DADOS INICIAI, FICAM ARMAZENADOS EM SHAIRPOINT, TRÊS PESSOAS DA EQUIPE UGP TEM ACESSO AOS DADOS, NÃO EXISTE COMPARTILHAMENTO EXTERNO, OS DADOS SÃO ARMAZENADOS POR CINCO ANOS."
